Ticker,Company Name,P/E (F2),PEG Ratio,Div. Yield %,Net Margin,Debt/Total Capital,Last Qtr EPS,Last Reported Qtr ,% Change Q0 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q2 Est. (4 weeks),Q0 Consensus Est. (last completed fiscal Qtr),# of Analysts in Q0 Consensus,Q1 Consensus Est.,# of Analysts in Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),P/E (F1),P/E (Trailing 12 Months),F2 Consensus Est.,Exchange,Sector,Month of Fiscal Yr End,Industry,Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Next EPS Report Date ,% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),F0 Consensus Est.,F1 Consensus Est.,# of Analysts in Q2 Consensus,Market Cap 
NABZY,National Australia Bank Ltd.,12.11,2.53,6.29,0.16,71.86199,,,,,,,,,,,13.22,,0.96,OTC,Finance,9,Banks - Foreign,,,,,-1.12,-2.04,9.41,0.98,0.88,,62240.71
NATI,National Instruments Corporation,35.34,,1.76,0.04,0,0.35,20171201,-6.8,0,0,0.32,3,0.19,3,0.26,43.95,56.24,1.48,NSDQ,Computer and Technology,12,Electronics - Testing Equipment,2.94,8.7,4.83,20180426,0,0,,0.93,1.19,3,6862.01
NAV,Navistar International Corporation,10.89,3.54,0,0,,-0.24,20180101,-61.28,10.89,24,-0.41,8,0.31,9,0.86,17.68,41.72,3.18,NYSE,Auto-Tires-Trucks,10,Automotive - Original Equipment,41.46,120,-154.73,20180606,-1.85,5.81,0,-0.48,1.96,9,3409.29
NAVG,"The Navigators Group, Inc.",19.52,,0.49,0.03,17.71199,0.81,20171201,0,-1.88,13.68,0.5,2,0.79,2,0.67,20.57,50.09,2.95,NSDQ,Finance,12,Insurance - Property and Casualty,62,-58.73,0.52,20180503,8.11,9.67,,0.85,2.8,2,1701.01
NAVI,Navient Corporation,6.88,1.15,4.84,0.06,96.788,0.43,20171201,0,0,0,0.42,4,0.43,4,0.45,6.91,7.46,1.92,NSDQ,Finance,12,Financial - Consumer Loans,2.38,10,0.24,20180417,0,0,0,1.76,1.91,4,3479.36
NBGGY,National Bank of Greece SA,,,0,,57.02799,-0.01,20170901,,,,,,,,,,,,OTC,Finance,12,Banks - Foreign,,,,20180329,,,,,,,2527.36
NBHC,National Bank Holdings Corporation,15.52,1.79,1.07,0.07,19.517,0.36,20171201,-10.77,0,0,0.29,2,0.35,2,0.45,17.86,26.86,2.16,NYSE,Finance,12,Banks - Southeast,9.09,-13.33,9.66,20180419,-0.35,-3.64,0,1.21,1.88,2,1017.88
NBHGF,Nobel Biocare Holding AG,,,0,,,,,,,,,,,,,,,,OTC,Medical,12,Medical - Dental Supplies,,,,,,,,,,,2258.99
NBIX,"Neurocrine Biosciences, Inc.",50.82,,0,-0.88,49.83,0.07,20171201,1.91,-49.41,-73.64,0.22,6,-0.32,8,0.05,,,1.8,NSDQ,Medical,12,Medical - Drugs,-68.18,73.47,-7.63,20180508,-147.94,-15.26,0,-1.48,-0.22,6,8189.06
NBL,Noble Energy Inc.,21.23,,1.36,-0.26,38.84799,0.32,20171201,4.13,176.41,144.16,0.04,12,0.25,9,0.24,32.2,97.77,1.38,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,700,84.62,246.15,20180507,78.89,64.11,,0.03,0.91,9,14435.99
NBLX,Noble Midstream Partners LP,8.51,,4.15,0.59,12.51299,1.16,20171201,-1.78,-7.71,-12.35,1.15,4,1.12,3,1.18,10.15,11.59,5.53,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,-0.85,9.52,13.15,20180507,-5.94,-4.66,,4.06,4.64,3,1866
NBR,Nabors Industries Ltd.,,,3.48,-0.21,57.816,-0.34,20171201,0,-8.57,-1.44,-0.33,11,-0.28,11,-0.22,,,-0.13,NYSE,Oils-Energy,12,Oil and Gas - Drilling,-3.03,-27.27,-20.75,20180425,4.76,44.93,,-1.62,-0.77,9,2177.21
NBTB,NBT Bancorp Inc.,14.58,,2.47,0.19,16.552,0.5,20171201,0,0,0,0.53,1,0.58,2,0.61,15.24,18.88,2.55,NSDQ,Finance,12,Banks - Northeast,-5.66,4,-0.42,20180423,0,0,,1.99,2.44,2,1621.22
NCLH,Norwegian Cruise Line Holdings Ltd.,10.73,0.51,0,0.14,49.73199,0.68,20171201,0.2,14.38,-8.14,0.63,9,0.53,8,1.02,12,13.98,5.16,NYSE,Consumer Discretionary,12,Leisure and Recreation Services,7.94,2.2,5.85,20180509,0.53,1.1,-8.81,3.91,4.61,7,12580.12
NCMGY,Newcrest Mining Ltd.,,,0.7,0.09,20.90299,,,,,,,,,,,,,,OTC,Basic Materials,6,Mining - Gold,,,,,,,,,,,11798.14
NCR,NCR Corporation,9.51,2.6,0,0.04,65.84899,0.92,20171201,2.09,0,0,0.88,5,0.44,5,0.74,10.38,10.79,3.64,NYSE,Computer and Technology,12,Computer - Integrated Systems,6.98,3.33,9.68,20180419,0,0,0,3.15,3.34,5,4100.19
NCS,"NCI Building Systems, Inc.",10.82,1.44,0,0.03,59.276,0.14,20180101,0,-16.28,12.5,0.09,2,0.18,2,0.45,14.39,19.94,1.64,NYSE,Construction,10,Building Products - Miscellaneous,55.56,18.52,23.63,20180605,12.81,17.99,0,0.77,1.23,2,1174.04
NCTKF,NABTESCO CP TKY,,,0,,,0.44,20170601,,,,,,,,,,25.75,,OTC,Transportation,12,Transportation - Equipment and Leasing,,,,20180316,,,0,1.78,,,5349.48
NDAQ,"Nasdaq, Inc.",15.87,1.8,1.81,0.19,38.76599,1.05,20171201,0,0.88,0.67,1.01,6,1.14,5,1.2,17.46,19.88,5.3,NSDQ,Finance,12,Securities and Exchanges,3.96,3.92,4.72,20180425,0.31,0,0,4.19,4.82,5,14004.33
NDEKY,Nitto Denko Corp.,12.11,1.91,0.68,0.08,0.42947,0.75,20170901,,,,,,,,,14.33,16.28,3.36,OTC,Computer and Technology,3,Semiconductor - Communications ,,,,20180320,0.35,1.51,0,1.7,2.84,,14145.68
NDGPY,NINE DRAGONS,,,2.44,0.11,35.87799,,,,,,,,,,,,,,OTC,Industrial Products,6,Containers - Paper and Packaging,,,,,,,,2.85,,,8042
NDSN,Nordson Corporation,19.68,1.64,0.86,0.14,49.29,1.35,20180101,0.15,-2.41,3.08,1.35,9,1.43,9,1.9,21.94,23.72,7.07,NSDQ,Industrial Products,10,Manufacturing - General Industrial ,0,4.55,3.91,20180528,0.8,2.95,-9.42,5.32,6.34,9,8059.36
NDVLY,New World Development Co.,,,2.36,0.14,,,,,,,,,,,,,,,OTC,Finance,6,Real Estate - Development,,,,,,,,,,,15098.91
NEE,"NextEra Energy, Inc.",19.06,2.6,2.81,0.31,51.61199,1.25,20171201,-0.15,1.47,2.11,1.31,6,1.72,4,1.93,20.47,23.57,8.3,NYSE,Utilities,12,Utility - Electric Power,-4.58,5.71,4.75,20180420,0.58,1.01,0,6.73,7.73,3,74451.36
NEM,Newmont Mining Corporation,24.33,,1.5,-0.01,25.881,0.4,20171201,1.49,14.19,0.57,0.41,5,0.35,5,0.29,26.18,25.56,1.53,NYSE,Basic Materials,12,Mining - Gold,0,12.9,21.47,20180423,5.67,-4.32,,1.5,1.42,4,19903.95
NEOG,Neogen Corporation,54.31,3.95,0,0.12,0,0.33,20171101,0,0,,0.24,2,0.31,2,,59.3,51.88,1.17,NSDQ,Medical,5,Medical - Products,26.92,3.33,7.56,20180322,0,0,0,0.85,1.08,,3287.66
NEP,"NextEra Energy Partners, LP",16.31,1.76,4.14,-0.08,65.63999,0.19,20171201,-7.2,0,0,0.25,5,0.41,5,0.47,19.83,59.27,2.4,NYSE,Oils-Energy,12,Alternative Energy - Other,-26.92,-97.3,-53.69,20180420,0,0,0,0.91,1.97,3,2122.3
NEU,NewMarket Corporation,,,1.7,0.09,50.05199,3.05,20171201,,,,3.87,1,,,,,21.95,,NYSE,Basic Materials,12,Chemical - Specialty,-0.26,17.88,8.85,20180425,,,,,,,4853
NEWR,"New Relic, Inc.",329.61,,0,-0.23,0,0.05,20171201,0,17.65,16.67,-0.08,8,0.05,8,0.02,,,0.23,NYSE,Computer and Technology,3,Internet - Software,162.5,40,64.99,20180508,46.75,1.47,,-0.53,-0.05,6,4203.01
NEXA,Nexa Resources S.A.,9.1,,2.4,0.05,32.59199,0.19,20171201,0,0,0,0.4,3,0.38,1,0.34,8.67,13.43,2.14,NYSE,Basic Materials,12,Mining - Miscellaneous,-52.5,,,20180517,0,0,,1.34,2.25,1,2197.75
NFG,National Fuel Gas Company,13.71,4.89,3.3,0.18,52.846,1.02,20171201,0,0,0,0.82,3,1.08,3,0.74,15.15,15.32,3.66,NYSE,Utilities,9,Utility - Gas Distribution,24.39,0,6.34,20180503,0,0,0,3.3,3.32,3,4310.68
NFLX,"Netflix, Inc.",75.56,4.41,0,0.05,64.47,0.41,20171201,0.52,0,0,0.41,16,0.63,16,0.65,117.51,256.87,4.25,NSDQ,Consumer Discretionary,12,Broadcast Radio and Television,0,-9.38,-2.59,20180416,0,0.07,0,1.25,2.73,15,139336.5
NFX,Newfield Exploration Company,6.49,0.6,0,0.24,63.352,0.71,20171201,2.21,4.47,-4.64,0.61,13,0.72,10,0.69,7.89,10.66,3.66,NYSE,Oils-Energy,12,Oil and Gas - Exploration and Production - United States,18.33,20.93,15.91,20180501,1.27,-3.25,-20.19,2.12,3.01,9,4747.4
NG,Novagold Resources Inc.,,,0,,24.07099,-0.03,20171101,0,0,0,-0.02,2,-0.02,2,-0.02,,,-0.06,AMEX,Basic Materials,11,Mining - Gold,25,0,,20180402,0,0,,-0.13,-0.07,2,1353.64
NGD,New Gold Inc.,14.22,3.2,0,-0.18,32.019,0.01,20171201,0,-33.33,21.43,0.02,7,0.02,5,0.04,15.98,39.5,0.17,AMEX,Basic Materials,12,Mining - Gold,-50,0,-12.5,20180425,-6.32,-15.83,0,0.07,0.15,4,1371.37
NGG,"National Grid Transco, PLC",12.13,3.66,3.45,0.55,56.868,,,,,,,,,,,13,,4.47,NYSE,Utilities,3,Utility - Electric Power,,,,,0,0,0,4.42,4.17,,36631.68
NGHC,National General Holdings Corp,9.58,,0.65,0.02,0,0.28,20171201,-5.65,8.16,10.09,0.21,3,0.53,2,0.6,11.14,24.2,2.55,NSDQ,Finance,12,Insurance - Property and Casualty,33.33,84.62,11.54,20180514,3.79,3.38,,0.93,2.19,2,2607.9
NGL,NGL Energy Partners LP,,,14.65,0.01,60.24,0.32,20171201,28.95,-10.79,-12.7,0.25,3,0.41,3,-0.47,,,-0.3,NYSE,Oils-Energy,3,Oil and Gas - Refining and Marketing - Master Limited Partnerships,68.42,-130.77,-15.51,20180524,3.66,-187.1,0,0.97,-1.19,3,1289.54
NGLOY,ANGLO AMER ADR,10.5,,4.02,0.11,29.457,,,,,,,,,,,9.77,,1.19,OTC,Basic Materials,12,Mining - Miscellaneous,,,,,8.47,13.33,,1.25,1.28,,35115.4
NGVT,Ingevity Corporation,18.54,1.9,0,0.13,61.504,0.45,20171201,2.78,-2.02,15.64,0.37,5,0.61,4,1.03,22.83,29.56,4.11,NYSE,Basic Materials,12,Chemical - Specialty,25,14.67,13.3,20180502,15.25,20.07,0,2.49,3.34,4,3208.65
NHI,"National Health Investors, Inc.",12.14,3.54,5.54,0.57,46.421,1.36,20171201,0.63,0.23,0.18,1.33,6,1.34,6,1.37,12.49,12.95,5.65,NYSE,Finance,12,REIT and Equity Trust - Other,2.26,2.24,1.51,20180508,0.25,0.37,-12.19,5.26,5.49,4,2849.94
NHNKY,Nihon Kohden Corporation,,,0.4,0.05,0,0.13,20170901,,,,0.12,1,,,,,27.67,,OTC,Medical,3,Medical - Instruments,,,,20180321,,,,0.55,,,2582.46
NHYDY,Norsk Hydro ASA,12.02,0.5,1.74,0.08,3.3821,0.17,20171201,0,,,0.13,1,,,,9.37,12.74,0.53,OTC,Industrial Products,12,Metal Products - Procurement and Fabrication,30.77,-8.33,,20180427,3.03,,0,0.44,0.68,,13026.65
NI,"NiSource, Inc",17.17,3.3,3.33,0.03,63.48899,0.33,20171201,1.71,4.11,-11.54,0.33,5,0.76,4,0.12,18.15,20.34,1.36,NYSE,Utilities,12,Utility - Electric Power,3.13,0,0.78,20180502,0.56,-0.95,-16.6,1.19,1.29,2,7892.04
NICE,Nice Ltd.,19.5,1.69,0,0.11,20.37299,1.35,20171201,0.95,0.25,-1.46,1.33,4,1,4,1.01,21.1,23.73,4.98,NSDQ,Computer and Technology,12,Internet - Software,2.27,2.15,2.84,20180503,2.11,-0.45,25,4.06,4.6,4,5826.59
NILSY,JSC MMC Norilsk Nickel,,,4.76,0.23,63.875,,,,,,,,,,,,,,OTC,Basic Materials,12,Mining - Miscellaneous,,,,20180321,,,,,,,29805.54
NINOY,Nikon Corp.,18.31,26.61,0.36,-0.01,16.916,0.19,20171201,0,0,,0.23,1,0.24,2,,26.61,20.79,1.09,OTC,Computer and Technology,3,Electronics - Manufacturing Machinery,-17.39,0,87.32,20180510,0,0,0,-0.19,0.75,,7999.54
NIPNF,NEC Corp.,,,0,0.01,29.87999,-0.04,20171201,,,,,,,,,,63.83,,OTC,Computer and Technology,3,Computer - Integrated Systems,,,,20180426,,,,,,,7814.2
NJDCY,Nidec Corp.,32.28,1.83,0.21,0.09,26.62,0.26,20171201,,,,,,,,,39.95,43.39,1.25,OTC,Computer and Technology,3,Electronics - Miscellaneous Components,,,,20180424,0,0,0,0.81,1.01,,47786.66
NJR,NewJersey Resources Corporation,19.34,2.53,2.76,0.06,42.622,1.56,20171201,0,-2.22,0,0.59,3,0.95,4,0.14,15.16,13.99,2.04,NYSE,Utilities,9,Utility - Gas Distribution,164.41,-16.67,516.93,20180504,0.08,-0.33,0,1.74,2.6,3,3455.62
NKE,"NIKE, Inc.",25.24,3,1.21,0.12,22.797,0.46,20171101,-3.24,1.67,-0.54,0.52,14,0.71,12,0.62,29.43,28.74,2.63,NYSE,Consumer Discretionary,5,Shoes and Retail Apparel ,17.95,18.75,22.48,20180322,0.05,0.1,0,2.4,2.26,3,108012.48
NKTR,Nektar Therapeutics,,,0,-3.15,73.62899,-0.14,20171201,-6.38,-35.16,205.21,-0.38,4,-0.43,4,0.34,,,-2.61,NSDQ,Medical,12,Medical - Drugs,63.16,76.19,30.73,20180508,-13.39,-115.7,,-0.78,-1.33,3,16415.74
NLSN,Nielsen Holdings Plc,13.16,1.56,4.06,0.07,65.289,0.73,20171201,1.1,0,0,0.79,5,0.48,4,0.66,12.47,15.49,2.54,NYSE,Business Services,12,Business - Information Services,-7.59,-8.82,-18.67,20180424,0,0,0,2.65,2.68,4,11936.88
NLY,Annaly Capital Management Inc,9.07,7.35,11.44,1.06,16.655,0.31,20171201,-1.1,1.11,-5,0.3,3,0.3,3,0.28,8.97,8.6,1.16,NYSE,Finance,12,REIT and Equity Trust,3.33,3.45,2.53,20180502,-5.39,-5.96,-72.08,1.21,1.17,2,12164.45
NMHLY,NMC Health PLC Unsponsored ADR,26.31,1.48,0.39,,,,,,,,,,,,,33.39,,1.84,OTC,Medical,12,Medical Services,,,,20180314,0,0,0,0.99,1.45,,10067.23
NMIH,NMI Holdings Inc,8.58,,0,0.12,22.03499,0.22,20171201,0,7.14,-6.06,0.17,1,0.3,1,0.31,11.94,25,1.87,NSDQ,Finance,12,Insurance - Property and Casualty,29.41,42.86,16.15,20180503,-1.83,-2.61,,0.55,1.34,1,1038.12
NMR,Nomura Holdings Inc ADR,9.69,5.78,1.17,0.17,85.041,0.22,20171201,,,,,,,,,9.25,9.39,0.62,NYSE,Finance,3,Financial - Investment Bank,,,,20180426,0,0,0,0.6,0.65,,20618.59
NMRK,"Newmark Group, Inc.",8.9,0.51,0,0.09,,0.3,20171201,0,2.22,0,0.3,3,0.23,2,0.38,10.36,,1.73,NSDQ,Finance,12,Real Estate - Operations,0,,,20180511,-0.67,-1.14,0,1.1,1.49,2,2332.07
NNCHY,"Nissan Chemical Industries, Ltd.",20.68,1.93,0.53,0.13,1.917,0.32,20170901,,,,,,,,,24.08,26.08,1.98,OTC,Basic Materials,3,Chemical - Diversified ,,,,20180316,,,25,1.37,1.7,,6181.94
NNI,"Nelnet, Inc.",,,1.2,0.14,90.79399,1.11,20171201,,,,,,,,,,12.08,,NYSE,Finance,12,Financial - Consumer Loans,,,,20180514,,,,,,,2179.72
NNN,National Retail Properties,13.93,3,4.97,0.45,40.18299,0.63,20171201,-0.69,0.15,0.08,0.64,9,0.65,10,0.66,14.45,15.11,2.75,NYSE,Finance,12,REIT and Equity Trust - Retail,-1.56,1.56,1.21,20180501,0.17,0.5,0,2.53,2.65,9,5885.04
NOAH,Noah Holdings Ltd.,18.44,,0,0.27,0,0.48,20171201,,,,,,,,,21.99,21.49,2.54,NYSE,Finance,12,Financial - Investment Management,,,,20180521,0,0,,2.25,2.13,,2648.66
NOC,Northrop Grumman Corporation,19.06,2.44,1.29,0.08,67.138,2.82,20171201,0,0.88,1.1,2.74,9,3.56,9,3.68,22.35,25.66,17.89,NYSE,Aerospace,12,Aerospace - Defense,2.55,26.03,16.17,20180425,0.79,1.44,0,13.2,15.25,7,59332.54
NOK,Nokia Corporation,15.71,2.52,2.31,-0.06,17.56999,0.15,20171201,-14.29,0,0,0.09,4,0.03,3,0.06,18.89,15.16,0.37,NYSE,Computer and Technology,12,Wireless Equipment,36.36,83.33,54.92,20180426,-1.61,0,0,0.33,0.31,1,32437.47
NOMD,Nomad Foods Limited,10.9,,0,,43.561,0.29,20170901,0,2.7,3.03,0.31,2,0.38,2,0.34,11.71,17.38,1.51,NYSE,Consumer Staples,12,Food - Miscellaneous,26.09,13.64,,20180322,2.92,3.77,,1.18,1.41,2,2872.7
NOV,"National Oilwell Varco, Inc.",33.31,23.55,0.55,-0.03,16.044,-0.04,20171201,1.78,-47.73,-17.5,-0.04,13,-0.01,12,0.02,141.27,,1.09,NYSE,Oils-Energy,12,Oil and Gas - Mechanical and and Equitment,0,12.5,6.88,20180426,-1.99,-2.75,0,-0.4,0.26,10,13784.01
NOVT,Novanta Inc.,26.31,,0,0.12,46.65,0.44,20171201,0,9.72,0,0.41,2,0.4,2,0.47,29.74,35.37,2.16,NSDQ,Computer and Technology,12,Electronics - Miscellaneous Components,7.32,23.29,23.89,20180514,3.51,3.1,,1.58,1.91,2,1970.3
NOW,"ServiceNow, Inc.",58.99,2.04,0,-0.08,51.88899,0.35,20171201,1.73,0.79,0.82,0.36,14,0.36,14,0.41,87.97,146.08,2.95,NYSE,Computer and Technology,12,Computers - IT Services,0,18.75,17.48,20180425,0.95,0.6,-6.55,1.2,1.98,12,30368.1
NP,"Neenah Paper, Inc.",15.69,3.58,2.04,0.08,38.853,1.06,20171201,2.73,-21.55,-10.31,0.92,2,0.96,2,1.17,17.92,18.52,5.11,NYSE,Basic Materials,12,Paper and Related Products,15.22,4.08,9.88,20180509,-6.18,-0.78,0,4.19,4.47,2,1354.02
NPCPF,"Nippon Paint Holdings Co., Ltd.",28.99,3.88,0,,,,,,,,,,,,,38.76,,1.31,OTC,Construction,3,Paints and Related Products,,,,,,,0,,0.98,,12358.77
NPNYY,Nippon Yusen Kabushiki Kaisha,,,0,-0.13,58.54999,0.07,20171201,,,,,,,,,,,,OTC,Transportation,3,Transportation - Shipping,,,,20180427,,,,,,,3466.07
NPO,EnPro Industries,17.28,0.92,1.25,0.41,40.64799,0.67,20171201,11.34,-15.42,-9.97,0.72,3,0.85,3,0.96,20.46,33.42,4.45,NYSE,Industrial Products,12,Manufacturing - General Industrial ,3.08,-17.98,-16.12,20180507,-0.99,1.08,43.87,2.72,3.76,3,1659.82
NPSKY,NSK Ltd.,,,1.78,0.05,22.06399,0.4,20170901,,,,,,,,,,15.46,,OTC,Industrial Products,3,Metal Products - Procurement and Fabrication,,,,20180321,,,,,,,7476.86
NPSNY,Naspers Ltd.,,,0.16,0.48,20.34399,,,,,,,,,,,26.15,,,OTC,Consumer Discretionary,3,Cable Television,,,,,0,,,0.82,2.24,,128633.49
NRBAY,Nordea Bank AB,11.78,,4.85,0.25,85.58799,0.18,20171201,0,,,0.22,1,,,,12.15,14.03,1,OTC,Finance,12,Banks - Foreign,-18.18,,,20180426,0,0,,0.95,0.97,,47729.25
NRCIB,National Research Corporation,,,4.8,0.2,0,0.1,20171201,,,,0.27,1,,,,,86.24,,NSDQ,Business Services,12,Business - Information Services,-60.87,-43.48,,20180501,,,,0.98,,,1224.04
NRG,"NRG Energy, Inc.",12.36,,0.39,-0.2,88.91999,0.51,20171201,0,18.75,-1.44,-0.08,2,-0.13,2,0.69,11.81,32.05,2.49,NYSE,Utilities,12,Utility - Electric Power,737.5,-33.7,374.24,20180501,32.91,32.1,,0.49,2.61,2,9773.72
NRILY,NOMURA RESH LTD,24.29,2.27,0.59,0.1,7.11609,0.22,20170901,,,,,,,,,20.46,29.15,0.48,OTC,Business Services,3,Technology Services,,,,20180316,3.64,4.35,0,0.42,0.57,,11137.82
NRZ,New Residential Investment Corp.,7.84,,11.74,0.63,0,0.61,20171201,-0.46,0,0.63,0.54,4,0.55,4,0.53,7.77,6.04,2.17,NYSE,Finance,12,REIT and Equity Trust,12.96,14.29,27.31,20180507,0.57,2.32,,2.73,2.19,3,5724.39
NS,Nustar Energy L.P.,16.29,,21.33,0.08,56.817,0,20171201,0,83.15,-27.56,0.17,4,1.09,3,0.23,12.75,29.75,1.26,NYSE,Oils-Energy,12,Oil and Gas - Production Pipeline - MLB,-100,-44.44,-58.77,20180423,0.63,-25.55,,0.84,1.61,4,1913.03
NSA,National Storage Affiliates Trust,17.48,2.37,4.38,0.01,42.972,0.32,20171201,1.18,0.32,-1.16,0.31,7,0.31,6,0.34,18.94,20.46,1.46,NYSE,Finance,12,REIT and Equity Trust - Other,3.23,0,-0.81,20180502,-0.37,0.69,0,1.24,1.35,6,1286.93
NSANY,Nissan Motor Co.,8.08,,3.94,0.06,48.93099,1.39,20171201,0,-2.74,,0.47,1,0.71,1,,6.21,6.32,2.62,OTC,Auto-Tires-Trucks,3,Automotive - Foreign,195.74,18.18,55.94,20180510,17.99,2.34,,2.49,3.41,,41403.78
NSC,Norfolk Souther Corporation,14.79,1.36,2.09,0.51,35.83399,1.69,20171201,-0.57,-0.33,0,1.55,9,1.85,9,2.18,16.32,20.76,9.3,NYSE,Transportation,12,Transportation - Rail,8.33,6.71,7.24,20180425,0,0.05,0,6.49,8.43,7,39086.54
NSIT,"Insight Enterprises, Inc.",8.18,,0,0.01,26.01399,0.81,20171201,0.21,5.92,5.25,0.8,3,0.6,3,1.2,8.83,10.79,4.27,NSDQ,Retail-Wholesale,12,Retail - Mail Order,2.53,7.35,30.74,20180502,12.73,,,3.22,3.96,3,1252.48
NSM,Nationstar Mortgage Holdings Inc.,7.74,,0,0.02,85.22599,0.43,20171201,0,2.2,-3.81,0.43,2,0.47,2,0.5,8.45,11.35,2.35,NYSE,Finance,12,Financial - Mortgage & Related Services,0,2.33,4.93,20180503,-2.27,-2.09,,1.58,2.15,2,1774.74
NSP,"Insperity, Inc.",19.91,1.27,1.15,0.03,61.15299,0.55,20171201,-0.65,1.29,-0.39,0.46,5,1.14,4,0.51,22.88,15.98,3.49,NYSE,Business Services,12,Staffing Firms,19.57,16.33,14.4,20180507,2.58,0,0,2.36,3.04,4,2883.16
NSRGY,Nestle SA,17.97,2.76,2.38,0.08,14.96599,,,,,,,,,,,19.59,,4.48,OTC,Consumer Staples,12,Food - Miscellaneous,,,,,6.2,4.92,0,3.56,4.11,,250560.02
NSSMY,Nippon Steel & Sumitomo Metal Corp.,12.14,4.85,0.88,0.03,30.87,0.42,20171201,,,,,,,,,12.14,11.95,1.9,OTC,Basic Materials,3,Steel - Producers,,,,20180427,0,0,0,1.03,1.9,,21914.4
NTAP,"NetApp, Inc.",17.09,1.72,1.26,0.09,41.442,0.99,20180101,0,0.99,1.01,0.9,10,1,10,0.75,18.59,19.41,3.72,NSDQ,Computer and Technology,4,Computer- Storage Devices,10,17.39,11.25,20180523,2.53,1.89,-5.82,2.7,3.42,8,17058.64
NTB,Bank of N.T. Butterfield & Son Limited (The),11.26,2.27,3.27,0.33,12.44799,0.76,20171201,0,0.65,2.4,0.76,2,0.77,2,0.86,13.6,16.19,4.13,NYSE,Finance,12,Banks - Foreign,0,5.71,4.65,20180424,1.19,7.98,0,2.82,3.41,2,2540.99
NTCT,"NetScout Systems, Inc.",16.82,1.93,0,0.03,11.401,0.69,20171201,0,0,0,0.67,3,0.37,4,0.16,19.3,16.05,1.63,NSDQ,Computer and Technology,3,Computer - Networking,2.99,7.41,3.81,20180503,0.42,-0.85,0,1.88,1.42,4,2395.48
NTDOY,Nintendo Co.,24.4,,0.99,0.2,0,0.27,20170901,0,0,0,0.45,1,-0.13,1,0.24,41.26,54.11,2.37,OTC,Consumer Discretionary,3,Toys - Games - Hobbies,350,400,302.54,20180320,1.69,4.4,,0.83,1.4,1,65621.09
NTDTY,Ntt Data Corporation,21.7,3.19,0.47,0.04,35.039,0.11,20170901,,,,,,,,,25.5,23.39,0.47,OTC,Business Services,3,Technology Services,,,,20180320,2.56,4.44,0,,0.4,,14305.5
NTES,"NetEase, Inc.",19.74,1.65,0.92,0.2,1.30639,2.18,20171201,0,-8.65,-3.66,2.11,1,3.17,1,3.69,21.84,22.9,16.49,NSDQ,Computer and Technology,12,Internet - Software and Services,3.32,12.83,5.69,20180509,0,0,0,14.19,14.91,1,43009.44
NTGR,"NETGEAR, Inc.",,,0,0.01,0,0.71,20171201,0,-3.28,1.59,0.66,1,0.59,1,0.64,18.08,21.36,,NSDQ,Computer and Technology,12,Computer - Networking,7.58,19.12,10.18,20180425,1.24,,,2.7,3.26,1,1849.92
NTIOF,National Bank of Canada,10,,3.88,0.22,0.06724,1.17,20180101,0.6,-1.19,-3.11,1.12,3,1.11,3,1.14,10.61,11.27,4.87,OTC,Finance,10,Banks - Foreign,4.46,4.67,4.69,20180530,0.66,0.21,,4.26,4.59,3,16580.38
NTLA,"Intellia Therapeutics, Inc.",,,0,,0,-0.61,20171201,-11.77,2.8,-0.87,-0.48,4,-0.52,1,-0.58,,,-3.13,NSDQ,Medical,12,Medical - Biomedical and Genetics,-27.08,10.2,-7.48,20180501,-15.83,-17.26,,-1.68,-2.25,1,1112.67
NTNX,Nutanix Inc.,,,0,-0.6,0.26249,-0.14,20180101,0,15.22,13.84,-0.21,11,-0.2,12,-0.13,,,-0.22,NSDQ,Computer and Technology,7,Computers - IT Services,33.33,38.46,21.82,20180524,15.13,24.79,0,-1.46,-0.64,11,8728.67
NTR,Potash Corporation of Saskatchewan Inc.,17.81,1.96,2,0.07,30.88899,0.22,20170901,0,10.53,4.02,0.42,1,0.28,4,1.29,20.56,100,2.81,NYSE,Basic Materials,12,Fertilizers,-25,-5.88,6.73,20180205,3.12,3.08,0,1.84,2.43,2,32209.9
NTRS,Northern Trust Corporation,15.78,1.39,1.58,0.21,23.989,1.35,20171201,0,1.83,2.04,1.3,8,1.39,8,1.57,17.39,22.01,6.72,NSDQ,Finance,12,Banks - Major Regional,3.85,7.14,2,20180424,1.33,1.82,0,4.69,6.1,7,23934.23
NTTYY,Nippon Telegraph and Telephone Corporation,10.87,1.42,2.05,0.07,21.215,1.36,20171201,,,,,,,,,11.1,10.95,4.33,OTC,Utilities,3,Diversified Communication Services,,,,20180521,1.44,2.12,6.27,3.43,4.24,,93184.3
NUAN,"Nuance Communications, Inc.",14.09,1.25,0,-0.08,53.173,0.27,20171201,0,0,0,0.24,5,0.28,4,0.3,15.02,15.11,1.25,NSDQ,Computer and Technology,9,Computer - Software,12.5,33.33,14.75,20180508,0,0,0,1,1.18,4,5192.6
